PlayerID,Full Name,Born,Age,Batting Style,Bowling Style,Playing Role,ID,Player Role Inferred,key_cricinfo,Player Role Cleaned,Bowling Style Cats
6033,Mitchell Guy Johnson,"November 02, 1981, Townsville, Queensland",40y 255d,Left hand Bat,Left arm Fast,Bowler,f5180fe6,Bowler,6033,Bowler,Left Arm Fast
596426,Stefan Tait,"March 14, 1996",26y 123d,Left hand Bat,Left arm Fast,,2635912,Bowler,596426,Bowler,Left Arm Fast
1115025,Semo Igo Kamea,"August 21, 2001",20y 327d,Left hand Bat,Left arm Fast,Bowler,0730a707,Bowler,1115025,Bowler,Left Arm Fast
878465,Mehedi Hasan Rana,"January 01, 1997, Chandpur",25y 194d,Left hand Bat,Left arm Fast,Bowler,0b7363da,Bowler,878465,Bowler,Left Arm Fast
460176,Gregory Irving,"July 14, 1973, Jamaica",49y ,Left hand Bat,Left arm Fast,,17530fd9,Bowler,460176,Bowler,Left Arm Fast
311592,Mitchell Aaron Starc,"January 30, 1990, Baulkham Hills, Sydney, New South Wales",32y 165d,Left hand Bat,Left arm Fast,Bowler,3fb19989,Bowler,311592,Bowler,Left Arm Fast
1072470,Shaheen Shah Afridi,"April 06, 2000, Khyber Agency",22y 99d,Left hand Bat,Left arm Fast,Bowler,45a7e761,Bowler,1072470,Bowler,Left Arm Fast
334621,Shadley Claude van Schalkwyk,"August 05, 1988, Cape Town, Cape Province",33y 343d,Left hand Bat,Left arm Fast,,97b0e4ff,Bowler,334621,Bowler,Left Arm Fast
858435,Liam Guthrie,"April 09, 1997",25y 96d,Left hand Bat,Left arm Fast,Bowler,b03303ca,Bowler,858435,Bowler,Left Arm Fast
643433,George Henry Simmons Garton,"April 15, 1997, Brighton, Sussex",25y 90d,Left hand Bat,Left arm Fast,Bowling Allrounder,be869ccf,Bowler,643433,Bowling Allrounder,Left Arm Fast
315912,Delorn Edison Johnson,"September 15, 1988",33y 302d,Left hand Bat,Left arm Fast,Bowler,c0babb93,Bowler,315912,Bowler,Left Arm Fast
698317,Ruben Trumpelmann,"February 01, 1998, Durban",24y 164d,Right hand Bat,Left arm Fast,Bowler,ff6a7ab5,Bowler,698317,Bowler,Left Arm Fast
259551,Mohammad Junaid Khan,"December 24, 1989, Matra, Khyber Pakhtunkhwa",32y 202d,Right hand Bat,Left arm Fast,Bowler,086f5984,Bowler,259551,Bowler,Left Arm Fast
543041,Mbulelo Budaza,"September 06, 1993, Grahamstown, eastern cape",28y 311d,Right hand Bat,Left arm Fast,,1d105638,Bowler,543041,Bowler,Left Arm Fast
459257,Tymal Solomon Mills,"August 12, 1992, Dewsbury, Yorkshire",29y 336d,Right hand Bat,Left arm Fast,Bowler,245c97cb,Bowler,459257,Bowler,Left Arm Fast
696401,Marco Jansen,"May 01, 2000",22y 74d,Right hand Bat,Left arm Fast,Bowling Allrounder,81c36ee9,Bowler,696401,Bowling Allrounder,Left Arm Fast
646181,Nosaina Pokana,"April 12, 1996",26y 93d,Right hand Bat,Left arm Fast,Bowler,87a92b6b,Bowler,646181,Bowler,Left Arm Fast
595954,Duan Jansen,"May 01, 2000",22y 74d,Right hand Bat,Left arm Fast,,8dc152d1,Bowler,595954,Bowler,Left Arm Fast
429981,Mohammad Irfan,"June 06, 1982, Gaggu Mandi, Punjab",40y 38d,Right hand Bat,Left arm Fast,Bowler,a8e3170f,Bowler,429981,Bowler,Left Arm Fast
347663,Atif Sheikh,"February 18, 1991, Nottingham",31y 146d,Right hand Bat,Left arm Fast,,b2dbe638,Bowler,347663,Bowler,Left Arm Fast
43590,Wahab Riaz,"June 28, 1985, Lahore, Punjab",37y 16d,Right hand Bat,Left arm Fast,Bowler,b3118300,Bowler,43590,Bowler,Left Arm Fast
595882,Akhona Mnyaka,"June 22, 1999",23y 22d,Right hand Bat,Left arm Fast,Bowler,bd36db2c,Bowler,595882,Bowler,Left Arm Fast
6981,Dirk Peter Nannes,"May 16, 1976, Mount Waverley, Melbourne, Victoria",46y 59d,Right hand Bat,Left arm Fast,Bowler,c404f58a,Bowler,6981,Bowler,Left Arm Fast
559440,Toby James Lester,"April 05, 1993, Blackpool",29y 101d,Left hand Bat,Left arm Fast medium,,d83a3bdc,Bowler,559440,Bowler,Left Arm Fast
51050,Demuni Nuwan Tharanga Zoysa,"May 13, 1978, Colombo",44y 63d,Left hand Bat,Left arm Fast medium,Bowler,e0351c86,Bowler,51050,Bowler,Left Arm Fast
290948,Mohammad Amir,"April 13, 1992, Gujjar Khan, Punjab",30y 93d,Left hand Bat,Left arm Fast medium,Bowler,e174dadd,Bowler,290948,Bowler,Left Arm Fast
679567,Benjamin James Dwarshuis,"June 23, 1994, Kareela, New South Wales",28y 22d,Left hand Bat,Left arm Fast medium,Bowler,e1b9f3a9,Bowler,679567,Bowler,Left Arm Fast
533561,Waqas Maqsood,"November 04, 1987, Faisalabad, Punjab",34y 253d,Left hand Bat,Left arm Fast medium,Bowler,f59b3bd1,Bowler,533561,Bowler,Left Arm Fast
952729,Michael Alex Robert Cohen,"August 04, 1998, Cape Town, Cape Province",23y 345d,Left hand Bat,Left arm Fast medium,Bowler,fc6f22e9,Bowler,952729,Bowler,Left Arm Fast
319746,Shapoor Zadran,"July 08, 1987, Logar Province, Afghanistan",35y 7d,Left hand Bat,Left arm Fast medium,Bowler,fccebff9,Bowler,319746,Bowler,Left Arm Fast
56161,Sirajullah Khadim,"June 10, 1988, Brahmanbaria",34y 35d,Left hand Bat,Left arm Fast medium,,ff36e706,Bowler,56161,Bowler,Left Arm Fast
51292,Deighton Kelvin Butler,"July 14, 1974, South Rivers, St Vincent",48y 1d,Left hand Bat,Left arm Fast medium,Bowler,6.71E+08,Bowler,51292,Bowler,Left Arm Fast
51246,Ian David Russell Bradshaw,"July 09, 1974, Hopewell, Christ Church, Barbados",48y 6d,Left hand Bat,Left arm Fast medium,Bowler,a7489342,Bowler,51246,Bowler,Left Arm Fast
573930,Lukman Iqbal Meriwala,"December 11, 1991, Makan, Baroda",30y 216d,Left hand Bat,Left arm Fast medium,Bowler,d3611425,Bowler,573930,Bowler,Left Arm Fast
221324,Rowan Ranaldo Richards,"July 08, 1984, East London, Cape Province",38y 7d,Left hand Bat,Left arm Fast medium,,fa9c0196,Bowler,221324,Bowler,Left Arm Fast
307233,Jordan Anthony DeSilva,"May 04, 1990, Bermuda",32y 71d,Left hand Bat,Left arm Fast medium,Allrounder,01d5f279,Bowler,307233,Allrounder,Left Arm Fast
1206495,Kuldip Yadav,"October 15, 1996",25y 272d,Left hand Bat,Left arm Fast medium,Bowler,030f3089,Bowler,1206495,Bowler,Left Arm Fast
330902,Mustafizur Rahman,"September 06, 1995, Satkhira",26y 311d,Left hand Bat,Left arm Fast medium,Bowler,0a8fce53,Bowler,330902,Bowler,Left Arm Fast
625883,Ahmed Ameel Mauroof,"August 18, 1992",29y 330d,Left hand Bat,Left arm Fast medium,,1579d497,Bowler,625883,Bowler,Left Arm Fast
235514,Brian Vitalis Vitori,"February 22, 1990, Masvingo",32y 142d,Left hand Bat,Left arm Fast medium,Bowler,37137c8b,Bowler,235514,Bowler,Left Arm Fast
1156497,Christopher James Langford,"April 23, 1987",35y 82d,Left hand Bat,Left arm Fast medium,,3967b66f,Bowler,1156497,Bowler,Left Arm Fast
482478,Jan Nicolaas Frylinck,"April 06, 1994, Bellville, Western Cape",28y 99d,Left hand Bat,Left arm Fast medium,Allrounder,3c87f0c3,Bowler,482478,Allrounder,Left Arm Fast
224367,Yusuf Adam Abdulla,"January 17, 1983, Johannesburg, Transvaal",39y 178d,Left hand Bat,Left arm Fast medium,Bowler,4353bba5,Bowler,224367,Bowler,Left Arm Fast
4508,Douglas Erwin Bollinger,"July 24, 1981, Baulkham Hills, Sydney, New South Wales",40y 355d,Left hand Bat,Left arm Fast medium,Bowler,45c2196c,Bowler,4508,Bowler,Left Arm Fast
319439,Mitchell John McClenaghan,"June 11, 1986, Hastings, Hawke's Bay",36y 33d,Left hand Bat,Left arm Fast medium,Bowler,51a3c5ef,Bowler,319439,Bowler,Left Arm Fast
906783,Obed  Christopher McCoy,"January 04, 1997",25y 191d,Left hand Bat,Left arm Fast medium,Bowler,529eb9e0,Bowler,906783,Bowler,Left Arm Fast
1063406,Kim Yongtae,"December 20, 1991",30y 206d,Left hand Bat,Left arm Fast medium,,64d66205,Batter,1063406,Batter,Left Arm Fast
573170,Luke Wood,"August 02, 1995, Sheffield, Yorkshire",26y 346d,Left hand Bat,Left arm Fast medium,Bowling Allrounder,65b6943c,Bowler,573170,Bowling Allrounder,Left Arm Fast
568136,Fareed Ahmad Malik,"August 10, 1994, Nangarahar",27y 338d,Left hand Bat,Left arm Fast medium,Bowler,67b7bad4,Bowler,568136,Bowler,Left Arm Fast
806241,Richard Ngarava,"December 28, 1997, Harare",24y 198d,Left hand Bat,Left arm Fast medium,Bowler,6e3f5a5c,Bowler,806241,Bowler,Left Arm Fast
38626,Ewen Paul Thompson,"December 17, 1979, Warkworth, Auckland",42y 209d,Left hand Bat,Left arm Fast medium,Bowler,7a653792,Bowler,38626,Bowler,Left Arm Fast
501012,Joel Samuel Paris,"December 11, 1992",29y 215d,Left hand Bat,Left arm Fast medium,Bowler,7c8f533d,Bowler,501012,Bowler,Left Arm Fast
434812,Ryan Matthew Duffield,"June 20, 1988, Narrogin, Western Australia",34y 24d,Left hand Bat,Left arm Fast medium,Bowler,7da44536,Bowler,434812,Bowler,Left Arm Fast
308251,David Jonathan Willey,"February 28, 1990, Northampton",32y 136d,Left hand Bat,Left arm Fast medium,Bowling Allrounder,7f048519,Allrounder,308251,Bowling Allrounder,Left Arm Fast
280267,Romano Kelvin Terblanche,"June 10, 1986, Bloemfontein",36y 34d,Left hand Bat,Left arm Fast medium,,807b63ae,Bowler,280267,Bowler,Left Arm Fast
781135,Taekwan Park,"January 13, 1991",31y 182d,Left hand Bat,Left arm Fast medium,,9a5668db,Bowler,781135,Bowler,Left Arm Fast
20187,Ryan Jay Sidebottom,"January 15, 1978, Huddersfield, Yorkshire",44y 180d,Left hand Bat,Left arm Fast medium,Bowler,9dca07d7,Bowler,20187,Bowler,Left Arm Fast
1143137,Mohameed Taiwo,"June 03, 2002",20y 41d,Left hand Bat,Left arm Fast medium,Bowler,a9d788e3,Bowler,1143137,Bowler,Left Arm Fast
49677,Magina Thilan Thushara Mirando,"March 01, 1981, Balapitiya",41y 135d,Left hand Bat,Left arm Fast medium,Bowler,b2ae53f5,Bowler,49677,Bowler,Left Arm Fast
379927,Beuran Eric Hendricks,"June 08, 1990, Louis Leipoldt Hospital, Bellville, Cape Town",32y 36d,Left hand Bat,Left arm Fast medium,Bowler,b56dc5f7,Bowler,379927,Bowler,Left Arm Fast
50804,Warnakulasuriya Patabendige Ushantha Joseph Chaminda Vaas,"January 27, 1974, Mattumagala",48y 168d,Left hand Bat,Left arm Fast medium,Bowler,bcce309e,Bowler,50804,Bowler,Left Arm Fast
914577,Colin Kezron Archibald,"October 20, 1996",25y 267d,Left hand Bat,Left arm Fast medium,Bowling Allrounder,c3a8bc99,Bowler,914577,Bowling Allrounder,Left Arm Fast
51019,Uda Walawwe Mahim Bandaralage Chanaka Asanga Welegedara,"March 20, 1981, Matale",41y 117d,Right hand Bat,Left arm Fast medium,Bowler,dd37da14,Bowler,51019,Bowler,Left Arm Fast
38005,Andrew John McKay,"April 17, 1980, Auckland",42y 89d,Right hand Bat,Left arm Fast medium,Bowler,de3acffe,Bowler,38005,Bowler,Left Arm Fast
244639,Harry Frederick Gurney,"October 25, 1986, Nottingham",35y 263d,Right hand Bat,Left arm Fast medium,Bowler,e412cb64,Bowler,244639,Bowler,Left Arm Fast
552881,Elmore Howard Hutchinson,"August 11, 1982, Westmoreland, Jamaica",39y 338d,Right hand Bat,Left arm Fast medium,,e6ddab51,Bowler,552881,Bowler,Left Arm Fast
974175,Fazalhaq Farooqi,"September 22, 2000, Baghlan",21y 296d,Right hand Bat,Left arm Fast medium,Bowler,e9c7f0d0,Bowler,974175,Bowler,Left Arm Fast
440162,Lucas Oluoch Ndandason,"August 07, 1991, Nairobi, Kenya",30y 342d,Right hand Bat,Left arm Fast medium,Bowler,eb4f9c61,Bowler,440162,Bowler,Left Arm Fast
1163855,Hayden Kerr,"July 10, 1996, Bowral, New South Wales",26y 5d,Right hand Bat,Left arm Fast medium,Allrounder,f422728b,Bowler,1163855,Allrounder,Left Arm Fast
362551,Hammad Saeed,"December 14, 1980, Rawalpindi",41y 213d,Right hand Bat,Left arm Fast medium,,fcec4285,Allrounder,362551,Allrounder,Left Arm Fast
1206625,Shiraz Ahmed,,,Right hand Bat,Left arm Fast medium,Bowler,101dcc31,Bowler,1206625,Bowler,Left Arm Fast
290739,Zia-ul-Haq,"December 11, 1994, Vehari, Punjab",27y 216d,Right hand Bat,Left arm Fast medium,,99c81226,Bowler,290739,Bowler,Left Arm Fast
670041,Preston Anthony Shaine Mc Sween,"August 15, 1995, St Andrew’s, Grenada",26y 334d,Right hand Bat,Left arm Fast medium,Bowler,b319df8c,Bowler,670041,Bowler,Left Arm Fast
393055,Jackson Ray Coleman,"December 18, 1991",30y 209d,Right hand Bat,Left arm Fast medium,Bowler,de6efa4a,Bowler,393055,Bowler,Left Arm Fast
511247,Matthew David Taylor,"July 08, 1994, Banbury, Oxfordshire",28y 6d,Right hand Bat,Left arm Fast medium,Bowler,01a95383,Bowler,511247,Bowler,Left Arm Fast
230856,Thabang Grant Mokoena,"August 02, 1987, Soweto, Johannesburg",34y 346d,Right hand Bat,Left arm Fast medium,,0827b38d,Batter,230856,Batter,Left Arm Fast
47666,Lonwabo Lopsy Tsotsobe,"March 07, 1984, Port Elizabeth",38y 129d,Right hand Bat,Left arm Fast medium,Bowler,12bffe91,Bowler,47666,Bowler,Left Arm Fast
13247,Mark Harold Alan Footitt,"November 25, 1985, Nottingham",36y 231d,Right hand Bat,Left arm Fast medium,,1427277f,Bowler,13247,Bowler,Left Arm Fast
414247,Naseer Jamali,"September 10, 1989, Kabul, Afghanistan",32y 307d,Right hand Bat,Left arm Fast medium,,1f367515,Bowler,414247,Bowler,Left Arm Fast
34245,Shalabh Jagdishprasad Srivastava,"September 22, 1981, Allahabad, Uttar Pradesh",40y 295d,Right hand Bat,Left arm Fast medium,Bowler,2049f3a0,Bowler,34245,Bowler,Left Arm Fast
230194,William David Sheridan,"July 05, 1987, Chertsey, Surrey",35y 9d,Right hand Bat,Left arm Fast medium,,25d12bb4,Bowler,230194,Bowler,Left Arm Fast
49013,Asanka Manjula Guruge,"February 14, 1981, Ambalangoda",41y 150d,Right hand Bat,Left arm Fast medium,Bowler,26534b48,Bowler,49013,Bowler,Left Arm Fast
550137,Abu Hider Rony,"February 14, 1996",26y 150d,Right hand Bat,Left arm Fast medium,Bowler,31803fac,Bowler,550137,Bowler,Left Arm Fast
308124,Adam James Ball,"March 01, 1993, Greenwich, London",29y 135d,Right hand Bat,Left arm Fast medium,,49299473,Bowler,308124,Bowler,Left Arm Fast
272477,Jason Paul Behrendorff,"April 20, 1990, Camden, New South Wales",32y 85d,Right hand Bat,Left arm Fast medium,Bowler,4933f499,Bowler,272477,Bowler,Left Arm Fast
4185,Nathan Wade Bracken,"September 12, 1977, Penrith, New South Wales",44y 305d,Right hand Bat,Left arm Fast medium,Bowler,4c61a0f9,Bowler,4185,Bowler,Left Arm Fast
16851,Christopher John Liddle,"February 01, 1984, Middlesbrough, Yorkshire",38y 163d,Right hand Bat,Left arm Fast medium,Bowler,5b3acc53,Bowler,16851,Bowler,Left Arm Fast
938937,Ghulam Mudassar,"October 24, 1999, Karachi, Sind",22y 263d,Right hand Bat,Left arm Fast medium,Bowler,667f678b,Bowler,938937,Bowler,Left Arm Fast
362710,David Alan Payne,"February 15, 1991, Poole, Dorset",31y 149d,Right hand Bat,Left arm Fast medium,Bowler,6c79c098,Bowler,362710,Bowler,Left Arm Fast
597655,Thomas Edward Barber,"August 08, 1995, Poole, Dorset",26y 340d,Right hand Bat,Left arm Fast medium,Allrounder,7cdecc31,Bowler,597655,Allrounder,Left Arm Fast
270484,James Peter Faulkner,"April 29, 1990, Launceston, Tasmania",32y 76d,Right hand Bat,Left arm Fast medium,Bowling Allrounder,808f425a,Bowler,270484,Bowling Allrounder,Left Arm Fast
272385,Joshua Kendall Lalor,"November 02, 1987",34y 254d,Right hand Bat,Left arm Fast medium,Bowler,88209c84,Bowler,272385,Bowler,Left Arm Fast
461632,Reece James William Topley,"February 21, 1994, Ipswich, Suffolk",28y 143d,Right hand Bat,Left arm Fast medium,Bowler,8db7f47f,Bowler,461632,Bowler,Left Arm Fast
928067,Joshua Brian Little,"November 01, 1999, Dublin",22y 255d,Right hand Bat,Left arm Fast medium,Bowler,9061a703,Bowler,928067,Bowler,Left Arm Fast
30102,Zaheer Khan,"October 08, 1978, Shrirampur, Maharashtra",43y 279d,Right hand Bat,Left arm Fast medium,Bowler,91a4a398,Bowler,30102,Bowler,Left Arm Fast
588906,Gregory Aaron West,"July 25, 1994, Belmont, New South Wales",27y 354d,Right hand Bat,Left arm Fast medium,,9dfd54a5,Bowler,588906,Bowler,Left Arm Fast
7262,Gary David Putland,"February 10, 1986, Bedford Park, Adelaide, South Australia",36y 154d,Right hand Bat,Left arm Fast medium,,9f54ae00,Bowler,7262,Bowler,Left Arm Fast
495551,Sheldon Shane Cottrell,"August 19, 1989, Jamaica",32y 329d,Right hand Bat,Left arm Fast medium,Bowler,a1d053dd,Bowler,495551,Bowler,Left Arm Fast
323244,Rahat Ali,"September 12, 1988, Multan, Punjab",33y 305d,Right hand Bat,Left arm Fast medium,Bowler,a63775d6,Bowler,323244,Bowler,Left Arm Fast
277912,Trent Alexander Boult,"July 22, 1989, Rotorua",32y 357d,Right hand Bat,Left arm Fast medium,Bowler,a818c1be,Bowler,277912,Bowler,Left Arm Fast
1104703,Frederick Jack Klaassen,"November 13, 1992, Haywards Heath, Sussex",29y 243d,Right hand Bat,Left arm Fast medium,Bowler,c042b412,Bowler,1104703,Bowler,Left Arm Fast
35280,Rudra Pratap Singh,"December 06, 1985, Rae Bareli, Uttar Pradesh",36y 220d,Right hand Bat,Left arm Fast medium,Bowler,c3d1402f,Bowler,35280,Bowler,Left Arm Fast
398513,Saurabh Naresh Netravalkar,"October 16, 1991, Mumbai",30y 271d,Right hand Bat,Left arm Fast medium,Bowler,c8a3f688,Bowler,398513,Bowler,Left Arm Fast
826901,Daniel Richard Sams,"October 27, 1992, Milperra, New South Wales",29y 260d,Right hand Bat,Left arm Fast medium,Allrounder,caf69bf7,Bowler,826901,Allrounder,Left Arm Fast
235519,Tendai Sam Chisoro,"February 12, 1988, Masvingo",34y 152d,Left hand Bat,"Left arm Fast medium, Slow Left arm Orthodox",Bowler,4b2d6789,Bowler,235519,Bowler,Left Arm Fast
38759,Regan Morris West,"April 27, 1979, New Plymouth, Taranaki",43y 78d,Left hand Bat,"Left arm Fast medium, Slow Left arm Orthodox",Bowler,d1761087,Bowler,38759,Bowler,Left Arm Fast
288617,Ross Andrew Whiteley,"September 13, 1988, Sheffield, Yorkshire",33y 305d,Left hand Bat,Left arm Medium,Middle order Batter,d346d939,Batter,288617,Middle order Batter,Left Arm Fast
595926,Christoffel P Klijnhans,"February 09, 2000",22y 156d,Left hand Bat,Left arm Medium,,d50fba28,Batter,595926,Batter,Left Arm Fast
4541,Lee Andrew Carseldine,"November 17, 1975, Nambour, Queensland",46y 240d,Left hand Bat,Left arm Medium,Allrounder,d872f52a,Batter,4541,Allrounder,Left Arm Fast
537126,Barinder Balbirsingh Sran,"December 10, 1992, Sirsa",29y 217d,Left hand Bat,Left arm Medium,Bowler,d8b2f218,Bowler,537126,Bowler,Left Arm Fast
1181989,Bernan Steve Stephenson,"July 19, 1997",24y 361d,Left hand Bat,Left arm Medium,,db571b24,Allrounder,1181989,Allrounder,Left Arm Fast
307733,Wanchana Uisuk,"February 06, 1992, Khon Kaen",30y 159d,Left hand Bat,Left arm Medium,,f20e7aac,Allrounder,307733,Allrounder,Left Arm Fast
35586,Amit Uniyal,"November 21, 1981, Chandigarh",40y 236d,Left hand Bat,Left arm Medium,,fdcb08c2,Bowler,35586,Bowler,Left Arm Fast
701201,Lalit Singh Bhandari,"July 22, 1996, Kanchanpur",25y 358d,Left hand Bat,Left arm Medium,Bowler,2f0911cc,Bowler,701201,Bowler,Left Arm Fast
25952,Mahaboob Alam,"August 31, 1981, Rajbiraj-3, Saptari",40y 318d,Left hand Bat,Left arm Medium,,535ad39e,Bowler,25952,Bowler,Left Arm Fast
1062813,Sohaibullah,"March 20, 1996, Sialkot, Punjab",26y 117d,Left hand Bat,Left arm Medium,Bowler,6a633d13,Bowler,1062813,Bowler,Left Arm Fast
279460,Rahil Akhil Ahmed Shaikh,"June 12, 1985",37y 33d,Left hand Bat,Left arm Medium,,7c390b03,Bowler,279460,Bowler,Left Arm Fast
1288950,Jitesh Patel,"May 01, 1986",36y 75d,Left hand Bat,Left arm Medium,,a2f790a8,Bowler,1288950,Bowler,Left Arm Fast
1058501,Dollin Jansen,"March 10, 2006",16y 127d,Left hand Bat,Left arm Medium,,c90346a0,Bowler,1058501,Bowler,Left Arm Fast
1163157,Ifran Alli Bhima,"January 17, 1985",37y 179d,Left hand Bat,Left arm Medium,,f817b1b1,Bowler,1163157,Bowler,Left Arm Fast
230860,Mthokozisi Shezi,"September 09, 1987, Embali, Pietermaritzburg, Natal",34y 308d,Left hand Bat,Left arm Medium,Bowler,016e5101,Bowler,230860,Bowler,Left Arm Fast
1156461,Rubal Pathak,,,Left hand Bat,Left arm Medium,,025f79d1,Batter,1156461,Batter,Left Arm Fast
6060,Philip Anthony Jaques,"May 03, 1979, Wollongong, New South Wales",43y 72d,Left hand Bat,Left arm Medium,Opening Batter,3.25E+47,Batter,6060,Opening Batter,Left Arm Fast
227454,Sajedul Islam,"January 18, 1988, Rangpur",34y 177d,Left hand Bat,Left arm Medium,Allrounder,0443414a,Bowler,227454,Allrounder,Left Arm Fast
524075,Tangeni Lungameni,"April 17, 1992",30y 88d,Left hand Bat,Left arm Medium,Bowler,1688f2dc,Bowler,524075,Bowler,Left Arm Fast
208245,Charles Waiswa,"December 29, 1987, Jinja",34y 197d,Left hand Bat,Left arm Medium,,18db3f22,Bowler,208245,Bowler,Left Arm Fast
4498,Aiden Craig Blizzard,"June 27, 1984, Shepparton, Victoria",38y 17d,Left hand Bat,Left arm Medium,Batter,1efb8a28,Batter,4498,Batter,Left Arm Fast
50345,Wijekoon Mudiyanselage Gayan Ramyakumara,"December 21, 1976, Gampaha",45y 205d,Left hand Bat,Left arm Medium,Allrounder,1fbef290,Bowler,50345,Allrounder,Left Arm Fast
1036585,Oliver Damgaard Hald   ,"December 20, 1999, Herning",22y 206d,Left hand Bat,Left arm Medium,,38189be1,Bowler,1036585,Bowler,Left Arm Fast
44667,Jandre Coetzee,"January 15, 1984, Springbok",38y 180d,Left hand Bat,Left arm Medium,,3ad06915,Bowler,44667,Bowler,Left Arm Fast
1217471,"Muhammad Younis	","November 05, 1986",35y 251d,Left hand Bat,Left arm Medium,,41eb66fd,Batter,1217471,Batter,Left Arm Fast
1192939,Ilyas Ahmed Saber Ahmed,"October 04, 1990",31y 283d,Left hand Bat,Left arm Medium,,42a01b52,Bowler,1192939,Bowler,Left Arm Fast
731523,Dinesh Magan Nakrani,"September 21, 1991, Kutch, Saurashtra",30y 296d,Left hand Bat,Left arm Medium,,46a7ac78,Allrounder,731523,Allrounder,Left Arm Fast
314622,Krishmar Santokie,"December 20, 1984, Clarendon, Jamaica",37y 206d,Left hand Bat,Left arm Medium,Bowler,531f0278,Bowler,314622,Bowler,Left Arm Fast
909225,Paul Ian Walter,"May 28, 1994, Basildon, Essex",28y 47d,Left hand Bat,Left arm Medium,Allrounder,57590dbb,Bowler,909225,Allrounder,Left Arm Fast
946453,Daniel Smith,"March 19, 2002, Cape Town",20y 117d,Left hand Bat,Left arm Medium,,5d69930d,Batter,946453,Batter,Left Arm Fast
1143525,Gayan Buddika Wijeweera Munaweera,"October 18, 1991",30y 269d,Left hand Bat,Left arm Medium,,62141a22,Bowler,1143525,Bowler,Left Arm Fast
501498,Nicholas Philip Winter,"June 19, 1993, Canberra",29y 25d,Left hand Bat,Left arm Medium,Bowler,6c87f1df,Bowler,501498,Bowler,Left Arm Fast
297936,Jack David Shantry,"January 29, 1988, Shrewsbury, Shropshire",34y 166d,Left hand Bat,Left arm Medium,Bowler,70fdd428,Bowler,297936,Bowler,Left Arm Fast
1276635,Prosper Useni,"March 07, 2006",16y 129d,Left hand Bat,Left arm Medium,,71fa64d6,Bowler,1276635,Bowler,Left Arm Fast
1125688,Mukesh Choudhary,"July 06, 1996, Pardodas, Bhilwara, Rajsthan",26y 8d,Left hand Bat,Left arm Medium,Bowler,765a4731,Bowler,1125688,Bowler,Left Arm Fast
1268921,Hadisullah Tarakhel,"August 31, 1999",22y 317d,Left hand Bat,Left arm Medium,Opening Batter,77bedcce,Batter,1268921,Opening Batter,Left Arm Fast
8491,James Henry Kenneth Adams,"September 23, 1980, Winchester, Hampshire",41y 294d,Left hand Bat,Left arm Medium,Opening Batter,7cc15633,Batter,8491,Opening Batter,Left Arm Fast
833777,Michael van Lingen,"October 24, 1997",24y 263d,Left hand Bat,Left arm Medium,Bowling Allrounder,7eb36269,Batter,833777,Bowling Allrounder,Left Arm Fast
353431,Robert Meadows Lombe Taylor,"December 21, 1989, Northampton",32y 205d,Left hand Bat,Left arm Medium,Allrounder,7fa2ab1f,Bowler,353431,Allrounder,Left Arm Fast
1159656,Herbert Hazart Banner,"August 22, 1993, Belize City, Belize",28y 326d,Left hand Bat,Left arm Medium,,8144820e,Bowler,1159656,Bowler,Left Arm Fast
347661,Luis Michael Reece,"August 04, 1990, Taunton, Somerset",31y 344d,Left hand Bat,Left arm Medium,Allrounder,9789e56e,Allrounder,347661,Allrounder,Left Arm Fast
429708,Cebo Tshiki,"March 21, 1990, Middledrift, Eastern Cape",32y 115d,Left hand Bat,Left arm Medium,,9ab2cc9b,Batter,429708,Batter,Left Arm Fast
605570,Jake Richard Doran,"December 02, 1996, Blacktown, New South Wales",25y 224d,Left hand Bat,Left arm Medium,Wicketkeeper,9cebb612,Batter,605570,Wicketkeeper,Left Arm Fast
932453,Salauddin Sakil,"July 07, 1989, Munshiganj",33y 7d,Left hand Bat,Left arm Medium,,a90d107b,Bowler,932453,Bowler,Left Arm Fast
380561,Obed Harvey Agbomadzie,"June 01, 1990, Ghana",32y 43d,Left hand Bat,Left arm Medium,,b38a9f73,Allrounder,380561,Allrounder,Left Arm Fast
20387,Andrew John Strauss,"March 02, 1977, Johannesburg, Transvaal, South Africa",45y 134d,Left hand Bat,Left arm Medium,Opening Batter,b68d14a9,Batter,20387,Opening Batter,Left Arm Fast
1204137,Kyle Gilham,"March 12, 1989",33y 124d,Left hand Bat,Left arm Medium,,c2fd51b1,Bowler,1204137,Bowler,Left Arm Fast
519050,Naa Vaasili,"August 20, 1988",33y 328d,Left hand Bat,Left arm Medium,,c53cfae5,Allrounder,519050,Allrounder,Left Arm Fast
23865,Umar Bhatti,"January 04, 1984, Lahore, Punjab, Pakistan",38y 191d,Left hand Bat,Left arm Medium,Bowler,c66d9486,Bowler,23865,Bowler,Left Arm Fast
1313735,Sapan Mehta,"June 08, 1985",37y 36d,Left hand Bat,Left arm Medium,,ca673cff,Batter,1313735,Batter,Left Arm Fast
556684,Mir Hamza,"September 10, 1992, Karachi, Sind",29y 307d,Left hand Bat,Left arm Medium,Bowler,cb1a782a,Bowler,556684,Bowler,Left Arm Fast
802575,Thangarasu Natarajan,"April 04, 1991, Salem",31y 101d,Left hand Bat,Left arm Medium,Bowler,ce794613,Bowler,802575,Bowler,Left Arm Fast
